gvkey,splticrm,spsticrm,datadate,ggroup,gind,gsector,gsubind,naics,sic,spcindcd,spcseccd,conm,tic,cusip
001380,BBB,,30/11/2014,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,31/12/2014,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,31/01/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,28/02/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,31/03/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,30/04/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,31/05/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,30/06/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,31/07/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,31/08/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,30/09/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,31/10/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,30/11/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,31/12/2015,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB,,31/01/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,29/02/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,31/03/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,30/04/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,31/05/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,30/06/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,31/07/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,31/08/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,30/09/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,31/10/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,30/11/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,31/12/2016,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001380,BBB-,,31/01/2017,1010,101020,10,10102020,211111,1311,385,935,HESS CORP,HES,42809H107
001440,BBB,A-2,31/01/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,28/02/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/03/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/04/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/05/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/06/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/07/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/08/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/09/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/10/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/11/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/12/2010,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/01/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,28/02/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/03/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/04/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/05/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/06/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/07/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/08/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/09/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/10/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/11/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/12/2011,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/01/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,29/02/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/03/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/04/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/05/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/06/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/07/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/08/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/09/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/10/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/11/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/12/2012,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/01/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,28/02/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/03/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/04/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/05/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/06/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/07/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/08/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/09/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/10/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/11/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/12/2013,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/01/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,28/02/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/03/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/04/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/05/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/06/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/07/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/08/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/09/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/10/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/11/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/12/2014,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/01/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,28/02/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/03/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/04/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/05/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/06/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/07/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/08/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/09/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/10/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/11/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/12/2015,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/01/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,29/02/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/03/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/04/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/05/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,30/06/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/07/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB,A-2,31/08/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB+,A-2,30/09/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB+,A-2,31/10/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB+,A-2,30/11/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB+,A-2,31/12/2016,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001440,BBB+,A-2,31/01/2017,5510,551010,55,55101010,2211,4911,705,700,AMERICAN ELECTRIC POWER CO,AEP,025537101
001447,BBB+,A-2,31/01/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,28/02/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/03/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/04/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/05/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/06/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/07/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/08/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/09/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/10/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/11/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/12/2010,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/01/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,28/02/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/03/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/04/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/05/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/06/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/07/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/08/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/09/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/10/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/11/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/12/2011,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/01/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,29/02/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/03/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/04/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/05/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/06/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/07/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/08/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/09/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/10/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/11/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/12/2012,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/01/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,28/02/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/03/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/04/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/05/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/06/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/07/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/08/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/09/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/10/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/11/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/12/2013,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/01/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,28/02/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/03/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/04/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/05/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/06/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/07/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/08/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/09/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/10/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/11/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/12/2014,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/01/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,28/02/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/03/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/04/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/05/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/06/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/07/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/08/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/09/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/10/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/11/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/12/2015,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/01/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,29/02/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/03/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/04/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/05/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/06/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/07/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/08/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/09/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/10/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,30/11/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/12/2016,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001447,BBB+,A-2,31/01/2017,4020,402020,40,40202010,522210,6141,850,800,AMERICAN EXPRESS CO,AXP,025816109
001449,A-,,31/01/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,28/02/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/03/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,30/04/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/05/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,30/06/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/07/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/08/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,30/09/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/10/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,30/11/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/12/2010,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/01/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,28/02/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/03/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,30/04/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/05/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,30/06/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/07/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/08/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,30/09/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/10/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,30/11/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/12/2011,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,31/01/2012,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
001449,A-,,29/02/2012,4030,403010,40,40301020,524114,6321,825,800,AFLAC INC,AFL,001055102
