gvkey,splticrm,datadate,conm,tic,cusip
001045,B-,31/01/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,28/02/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/03/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,30/04/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/05/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,30/06/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/07/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/08/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,30/09/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/10/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,30/11/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/12/2010,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/01/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,28/02/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/03/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,30/04/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/05/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,30/06/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/07/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/08/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,30/09/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B-,31/10/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,30/11/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/12/2011,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/01/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,29/02/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/03/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,30/04/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/05/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,30/06/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/07/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/08/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,30/09/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/10/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,30/11/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/12/2012,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/01/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,28/02/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/03/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,30/04/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/05/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,30/06/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/07/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/08/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,30/09/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,31/10/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,D,30/11/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,31/12/2013,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,31/01/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,28/02/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,31/03/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,30/04/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,31/05/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,30/06/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,31/07/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,31/08/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,30/09/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B,31/10/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B+,30/11/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B+,31/12/2014,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B+,31/01/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B+,28/02/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B+,31/03/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B+,30/04/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,B+,31/05/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,30/06/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/07/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/08/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,30/09/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/10/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,30/11/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/12/2015,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/01/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,29/02/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/03/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,30/04/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/05/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,30/06/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/07/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/08/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,30/09/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/10/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,30/11/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/12/2016,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001045,BB-,31/01/2017,AMERICAN AIRLINES GROUP INC,AAL,02376R102
001075,BBB-,31/01/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,28/02/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,31/03/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,30/04/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,31/05/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,30/06/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,31/07/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,31/08/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,30/09/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,31/10/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,30/11/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,31/12/2010,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,31/01/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,28/02/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,31/03/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,30/04/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB-,31/05/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,30/06/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,31/07/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,31/08/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,30/09/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,31/10/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,30/11/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,31/12/2011,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,31/01/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,29/02/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,31/03/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,30/04/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,31/05/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,30/06/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,31/07/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,31/08/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,30/09/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB,31/10/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,30/11/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,31/12/2012,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,31/01/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,28/02/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,31/03/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,30/04/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,31/05/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,30/06/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,31/07/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,31/08/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,30/09/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,31/10/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,BBB+,30/11/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/12/2013,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/01/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,28/02/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/03/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/04/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/05/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/06/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/07/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/08/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/09/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/10/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/11/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/12/2014,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/01/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,28/02/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/03/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/04/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/05/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/06/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/07/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/08/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/09/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/10/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/11/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/12/2015,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/01/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,29/02/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/03/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/04/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/05/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/06/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/07/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/08/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/09/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/10/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,30/11/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/12/2016,PINNACLE WEST CAPITAL CORP,PNW,723484101
001075,A-,31/01/2017,PINNACLE WEST CAPITAL CORP,PNW,723484101
001078,AA,31/01/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,28/02/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/03/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/04/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/05/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/06/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/07/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/08/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/09/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/10/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/11/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/12/2010,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/01/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,28/02/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/03/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/04/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/05/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/06/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/07/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/08/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/09/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/10/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/11/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/12/2011,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/01/2012,ABBOTT LABORATORIES,ABT,002824100
001078,AA,29/02/2012,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/03/2012,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/04/2012,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/05/2012,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/06/2012,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/07/2012,ABBOTT LABORATORIES,ABT,002824100
001078,AA,31/08/2012,ABBOTT LABORATORIES,ABT,002824100
001078,AA,30/09/2012,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/10/2012,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/11/2012,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/12/2012,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/01/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,28/02/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/03/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/04/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/05/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/06/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/07/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/08/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/09/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/10/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/11/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/12/2013,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/01/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,28/02/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/03/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/04/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/05/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/06/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/07/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/08/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/09/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/10/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/11/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/12/2014,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/01/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,28/02/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/03/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/04/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/05/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/06/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/07/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/08/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/09/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/10/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/11/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/12/2015,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/01/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,29/02/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/03/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/04/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/05/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/06/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/07/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/08/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/09/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/10/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,30/11/2016,ABBOTT LABORATORIES,ABT,002824100
001078,A+,31/12/2016,ABBOTT LABORATORIES,ABT,002824100
001078,BBB,31/01/2017,ABBOTT LABORATORIES,ABT,002824100
001161,B-,31/01/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,28/02/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,31/03/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,30/04/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,31/05/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,30/06/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/07/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/08/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,30/09/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/10/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,30/11/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/12/2010,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/01/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,28/02/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/03/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,30/04/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/05/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,30/06/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/07/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/08/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,30/09/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/10/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,30/11/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/12/2011,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/01/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,29/02/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,B+,31/03/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,BB-,30/04/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,BB-,31/05/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,BB-,30/06/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,BB-,31/07/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,BB-,31/08/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,BB-,30/09/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,BB-,31/10/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,BB-,30/11/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,BB-,31/12/2012,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/01/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,28/02/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/03/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,30/04/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/05/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,30/06/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/07/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/08/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,30/09/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/10/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,30/11/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/12/2013,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/01/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,28/02/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/03/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,30/04/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/05/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,30/06/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/07/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/08/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,30/09/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/10/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,30/11/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/12/2014,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/01/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,28/02/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,B,31/03/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,30/04/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,31/05/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,30/06/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,31/07/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,31/08/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,B-,30/09/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,31/10/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,30/11/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,31/12/2015,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,31/01/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,29/02/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,31/03/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,30/04/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,31/05/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,30/06/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,31/07/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,31/08/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,30/09/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,31/10/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,30/11/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,31/12/2016,ADVANCED MICRO DEVICES,AMD,007903107
001161,CCC+,31/01/2017,ADVANCED MICRO DEVICES,AMD,007903107
001209,A,31/01/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,28/02/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/03/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,30/04/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/05/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,30/06/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/07/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/08/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,30/09/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/10/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,30/11/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/12/2010,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/01/2011,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,28/02/2011,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/03/2011,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,30/04/2011,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/05/2011,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,30/06/2011,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/07/2011,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/08/2011,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,30/09/2011,AIR PRODUCTS & CHEMICALS INC,APD,009158106
001209,A,31/10/2011,AIR PRODUCTS & CHEMICALS INC,APD,009158106
